"","mu","beta","sigma_y","sigma_v","crix"
"2015-08-01",0.03535,-0.2692,0.42725,0.0158,495.7627455
"2015-08-03",0.03615,-0.2819,0.4277,0.01585,497.6852716
"2015-08-05",0.03735,-0.28275,0.4284,0.0157,496.8629824
"2015-08-07",0.0382,-0.27735,0.4279,0.01565,491.737641
"2015-08-09",0.0385,-0.289,0.42665,0.0155,470.4018001
"2015-08-11",0.03935,-0.2919,0.42635,0.0153,478.3924913
"2015-08-13",0.03995,-0.3068,0.42575,0.01535,466.4287494
"2015-08-15",0.03965,-0.3011,0.426,0.01525,462.3041661
"2015-08-17",0.04025,-0.29765,0.42645,0.01565,455.5281922
"2015-08-19",0.041,-0.29875,0.42695,0.01575,401.8157571
"2015-08-21",0.04165,-0.30145,0.4277,0.01595,413.0981933
"2015-08-23",0.04195,-0.29465,0.42735,0.01635,403.4735366
"2015-08-25",0.0423,-0.29075,0.4273,0.0164,391.8330883
"2015-08-27",0.0436,-0.27205,0.4263,0.0167,396.1847966
"2015-08-29",0.0456,-0.2774,0.4263,0.0169,406.016113
"2015-08-31",0.0471,-0.2767,0.4259,0.0169,409.2468347
"2015-09-02",0.0485,-0.26995,0.4256,0.01725,406.0111067
"2015-09-04",0.0506,-0.25795,0.42565,0.0178,406.9373223
"2015-09-06",0.05345,-0.2621,0.42485,0.0179,424.4065228
"2015-09-08",0.05425,-0.25325,0.4235,0.01805,431.1798068
"2015-09-10",0.0565,-0.2506,0.4244,0.01845,422.7319318
"2015-09-12",0.05855,-0.2439,0.42395,0.0187,418.106487
"2015-09-14",0.06005,-0.24505,0.42255,0.01865,407.3413049
"2015-09-16",0.06055,-0.2578,0.42285,0.01905,404.6783436
"2015-09-18",0.06225,-0.2557,0.4237,0.01935,411.8034398
"2015-09-20",0.0633,-0.259,0.42375,0.0197,409.5525207
"2015-09-22",0.0656,-0.2588,0.4234,0.01995,406.2989254
"2015-09-24",0.06855,-0.2522,0.4233,0.02025,410.9542043
"2015-09-26",0.07025,-0.25575,0.424,0.0203,411.2135389
"2015-09-28",0.07175,-0.25445,0.4233,0.0206,418.2355858
"2015-09-30",0.07295,-0.27325,0.42165,0.02065,409.8841341
"2015-10-02",0.0747,-0.2768,0.4225,0.02075,412.1737345
"2015-10-04",0.07565,-0.26345,0.4209,0.0208,412.0459327
"2015-10-06",0.07525,-0.27465,0.4199,0.0208,424.7360216
"2015-10-08",0.0742,-0.2721,0.4199,0.0206,419.2348192
"2015-10-10",0.07285,-0.2765,0.42045,0.02035,422.0201794
"2015-10-12",0.0717,-0.2888,0.4209,0.0204,422.3755861
"2015-10-14",0.06935,-0.29705,0.4212,0.02,433.7159043
"2015-10-16",0.0671,-0.2932,0.42085,0.01985,448.8605043
"2015-10-18",0.06555,-0.3115,0.4236,0.01975,446.8851876
"2015-10-20",0.06315,-0.3112,0.42385,0.01955,457.986627
"2015-10-22",0.0611,-0.3075,0.42495,0.0194,464.1316154
"2015-10-24",0.058,-0.3152,0.4258,0.01935,478.534284
"2015-10-26",0.0558,-0.3079,0.4256,0.01895,483.8303101
"2015-10-28",0.0534,-0.3047,0.42725,0.0186,515.1496379
"2015-10-30",0.05125,-0.3047,0.42895,0.0181,551.9386072
"2015-11-01",0.048,-0.29195,0.43085,0.01775,551.0198457
"2015-11-03",0.04545,-0.2876,0.43135,0.01735,668.5540542
"2015-11-05",0.04335,-0.2864,0.43005,0.01675,646.6480107
"2015-11-07",0.0419,-0.29205,0.4295,0.01605,647.075462
"2015-11-09",0.0401,-0.2747,0.4312,0.0157,636.7040588
"2015-11-11",0.03835,-0.27285,0.43005,0.0151,514.8560289
"2015-11-13",0.0374,-0.29285,0.432,0.01495,567.3749774
"2015-11-15",0.03675,-0.2975,0.4339,0.0145,538.8542226
"2015-11-17",0.0362,-0.3325,0.4336,0.01415,563.5485127
"2015-11-19",0.0355,-0.3401,0.4347,0.01415,547.7531007
"2015-11-21",0.0342,-0.3296,0.4358,0.01365,546.7785844
"2015-11-23",0.03395,-0.3361,0.4348,0.01315,542.9241084
"2015-11-25",0.03305,-0.3451,0.4372,0.0129,551.2456816
"2015-11-27",0.0331,-0.3288,0.43395,0.01285,600.02473
"2015-11-29",0.0333,-0.3217,0.43345,0.0125,619.7241967
"2015-12-01",0.03265,-0.35255,0.4326,0.01205,605.8811755
"2015-12-03",0.0329,-0.3583,0.43365,0.012,602.2092502
"2015-12-05",0.0333,-0.3631,0.4361,0.0119,653.3784125
"2015-12-07",0.03345,-0.37605,0.43715,0.0118,659.5909838
"2015-12-09",0.03385,-0.3821,0.43495,0.01175,707.1556047
"2015-12-11",0.0344,-0.38305,0.43465,0.01155,763.6869969
"2015-12-13",0.0338,-0.4162,0.43385,0.0113,738.6111411
"2015-12-15",0.0335,-0.4164,0.43385,0.0112,777.6607506
"2015-12-17",0.0334,-0.4102,0.43565,0.0112,763.4847856
"2015-12-19",0.03385,-0.42185,0.4366,0.01105,770.5187913
"2015-12-21",0.0342,-0.4291,0.43895,0.0111,731.5974614
"2015-12-23",0.0334,-0.442,0.43735,0.01095,738.6439171
"2015-12-25",0.034,-0.44315,0.4383,0.0109,761.1649576
"2015-12-27",0.0341,-0.4211,0.4405,0.0109,709.9821201
"2015-12-29",0.03505,-0.4099,0.43955,0.01085,722.8862384
"2015-12-31",0.03535,-0.4105,0.43865,0.0108,721.3088503
"2016-01-02",0.036,-0.42985,0.4404,0.01085,726.3114857
"2016-01-04",0.03655,-0.43875,0.43845,0.0108,725.0927304
"2016-01-06",0.0372,-0.4383,0.4397,0.01055,722.3530543
"2016-01-08",0.03795,-0.46195,0.4387,0.01055,758.9898307
"2016-01-10",0.03895,-0.43705,0.43905,0.0106,747.7693281
"2016-01-12",0.03975,-0.43725,0.438,0.0105,747.4861255
"2016-01-14",0.04065,-0.42765,0.4357,0.0104,720.3236734
"2016-01-16",0.04115,-0.41565,0.433,0.01035,648.1618399
"2016-01-18",0.0416,-0.41045,0.4348,0.01035,651.3733866
"2016-01-20",0.04225,-0.41335,0.434,0.0104,706.8421895
"2016-01-22",0.0432,-0.39925,0.43515,0.0105,639.0213369
"2016-01-24",0.04405,-0.40315,0.43605,0.01045,685.9812702
"2016-01-26",0.0432,-0.3982,0.4336,0.0103,671.6884937
"2016-01-28",0.04305,-0.38395,0.432,0.0104,657.946197
"2016-01-30",0.04285,-0.3708,0.4302,0.0104,653.2136986
"2016-02-01",0.0431,-0.34635,0.43175,0.01025,641.1914651
"2016-02-03",0.04215,-0.3297,0.42915,0.01015,640.4165657
"2016-02-05",0.0417,-0.3493,0.4277,0.01005,671.0766636
"2016-02-07",0.0407,-0.3551,0.4285,0.0098,661.5524689
"2016-02-09",0.04045,-0.356,0.42855,0.0097,662.9996231
"2016-02-11",0.03905,-0.32265,0.427,0.0097,686.3545995
"2016-02-13",0.0389,-0.3224,0.42975,0.0098,705.8272947
"2016-02-15",0.03825,-0.3223,0.43015,0.00975,720.858669
"2016-02-17",0.03695,-0.30205,0.4304,0.00985,733.4231005
"2016-02-19",0.0358,-0.2987,0.43185,0.0098,743.8081502
"2016-02-21",0.03415,-0.29495,0.4328,0.0098,774.907899
"2016-02-23",0.0332,-0.29765,0.433,0.01,752.4934087
"2016-02-25",0.0321,-0.2892,0.433,0.01005,759.8528377
"2016-02-27",0.03095,-0.28745,0.4351,0.0102,776.9869633
"2016-02-29",0.02975,-0.28775,0.43625,0.0103,783.8023321
"2016-03-02",0.0287,-0.2963,0.4353,0.01025,780.7263242
"2016-03-04",0.0276,-0.3113,0.43525,0.0102,771.4713216
"2016-03-06",0.02795,-0.33795,0.4381,0.0103,772.7177731
"2016-03-08",0.02675,-0.345,0.4392,0.0102,776.9687456
"2016-03-10",0.02515,-0.35455,0.43815,0.01005,796.9004511
"2016-03-12",0.0243,-0.3587,0.43835,0.01025,807.5892722
"2016-03-14",0.0233,-0.36165,0.43925,0.0104,803.3580813
"2016-03-16",0.0229,-0.3401,0.4402,0.0105,807.7106064
"2016-03-18",0.02305,-0.34405,0.44145,0.01045,779.8273743
"2016-03-20",0.023,-0.3395,0.44065,0.01075,780.480914
"2016-03-22",0.02355,-0.34845,0.44165,0.01085,797.5370415
"2016-03-24",0.0239,-0.3529,0.44145,0.0108,795.7252087
"2016-03-26",0.02395,-0.35,0.44195,0.0111,797.961601
"2016-03-28",0.0243,-0.3602,0.44375,0.01105,810.3998546
"2016-03-30",0.0247,-0.3579,0.4429,0.0112,794.9156684
"2016-04-01",0.02535,-0.3642,0.4418,0.0112,799.6877949
"2016-04-03",0.0255,-0.3827,0.44145,0.011,802.4726557
"2016-04-05",0.02585,-0.39785,0.4426,0.01095,800.3127371
"2016-04-07",0.02635,-0.40445,0.44145,0.01075,791.7305844
"2016-04-09",0.0265,-0.4043,0.44145,0.0108,780.9417119
"2016-04-11",0.02615,-0.3873,0.443,0.0108,778.2017608
"2016-04-13",0.0263,-0.3806,0.442,0.011,775.335152
"2016-04-15",0.0261,-0.36575,0.4408,0.01105,787.9214435
"2016-04-17",0.0264,-0.3593,0.4401,0.01095,795.9913841
"2016-04-19",0.0263,-0.356,0.4412,0.0108,806.6784569
"2016-04-21",0.0262,-0.3634,0.4394,0.01065,826.1569544
"2016-04-23",0.02645,-0.36455,0.44015,0.01065,829.8671963
"2016-04-25",0.0249,-0.3548,0.4404,0.01075,838.4134426
"2016-04-27",0.02435,-0.35635,0.44135,0.01085,809.5110845
"2016-04-29",0.02395,-0.36175,0.44365,0.01085,827.1609162
"2016-05-01",0.0233,-0.35835,0.4427,0.0108,832.6903395
"2016-05-03",0.02195,-0.3527,0.4399,0.01085,832.3392956
"2016-05-05",0.02115,-0.36765,0.4396,0.01055,833.460641
"2016-05-07",0.0203,-0.359,0.4395,0.01045,848.03245
"2016-05-09",0.01965,-0.36755,0.43935,0.01045,851.7893358
"2016-05-11",0.01915,-0.3517,0.4411,0.0105,840.7767616
"2016-05-13",0.01835,-0.3397,0.44095,0.01055,852.3605501
"2016-05-15",0.0178,-0.32665,0.44135,0.0106,850.9476333
"2016-05-17",0.0168,-0.31205,0.4414,0.0109,859.9882109
"2016-05-19",0.01575,-0.3249,0.43965,0.0108,862.2698638
"2016-05-21",0.0156,-0.3243,0.43865,0.0108,862.1553945
"2016-05-23",0.0156,-0.32675,0.4418,0.0108,856.5260357
"2016-05-25",0.01495,-0.32705,0.443,0.0107,858.780831
"2016-05-27",0.01445,-0.3296,0.442,0.01095,888.6159885
"2016-05-29",0.01445,-0.33545,0.4429,0.0112,977.6138348
"2016-05-31",0.0145,-0.33165,0.4433,0.0113,1003.406596
"2016-06-02",0.0149,-0.34655,0.4409,0.0115,1014.386464
"2016-06-04",0.0156,-0.35075,0.43905,0.01145,1069.106984
"2016-06-06",0.01565,-0.3474,0.4356,0.01155,1090.48994
"2016-06-08",0.01545,-0.3581,0.43415,0.0114,1091.160507
"2016-06-10",0.0154,-0.3696,0.43425,0.01135,1082.281252
"2016-06-12",0.01535,-0.3656,0.4345,0.0112,1243.383927
"2016-06-14",0.0154,-0.3709,0.4336,0.01115,1296.677201
"2016-06-16",0.0157,-0.3831,0.43185,0.0112,1439.113876
"2016-06-18",0.01535,-0.39585,0.4325,0.01105,1350.866288
"2016-06-20",0.01585,-0.4255,0.43,0.011,1322.653255
"2016-06-22",0.0159,-0.4361,0.43205,0.01095,1096.956951
"2016-06-24",0.01605,-0.44515,0.4302,0.0109,1221.102678
"2016-06-26",0.0164,-0.4697,0.4297,0.0106,1170.375668
"2016-06-28",0.01695,-0.4748,0.4318,0.0105,1193.747514
"2016-06-30",0.01725,-0.48495,0.4301,0.01045,1239.826555
"2016-07-02",0.01705,-0.4796,0.42775,0.01035,1262.380801
"2016-07-04",0.0175,-0.49,0.4248,0.0103,1239.370821
"2016-07-06",0.0184,-0.5046,0.4264,0.01035,1224.397687
"2016-07-08",0.0193,-0.52385,0.42625,0.01025,1216.654059
"2016-07-10",0.02055,-0.541,0.4277,0.0102,1190.892686
"2016-07-12",0.0208,-0.53465,0.4283,0.0099,1239.586917
"2016-07-14",0.02185,-0.5429,0.428,0.0097,1235.705821
"2016-07-16",0.02245,-0.54035,0.4279,0.0097,1246.378147
"2016-07-18",0.024,-0.55755,0.4275,0.00965,1250.042974
"2016-07-20",0.02475,-0.5409,0.4281,0.0097,1270.336452
"2016-07-22",0.0257,-0.53055,0.42795,0.0097,1253.866396
"2016-07-24",0.02705,-0.5353,0.4287,0.00975,1243.112401
"2016-07-26",0.0277,-0.52375,0.4279,0.00975,1210.316574
"2016-07-28",0.0292,-0.52875,0.427,0.00975,1226.432481
"2016-07-30",0.0298,-0.5055,0.4285,0.0098,1221.685342
"2016-08-01",0.0301,-0.4843,0.4266,0.00985,1127.186082
"2016-08-03",0.03165,-0.4928,0.42925,0.00995,1057.894105
"2016-08-05",0.0329,-0.4871,0.42885,0.00995,1082.595007
"2016-08-07",0.0342,-0.47575,0.42605,0.0101,1109.679812
"2016-08-09",0.0356,-0.47625,0.42825,0.01015,1107.032424
"2016-08-11",0.0367,-0.468,0.4279,0.0103,1108.324875
"2016-08-13",0.03765,-0.45515,0.42995,0.01065,1101.952032
"2016-08-15",0.0384,-0.4525,0.42895,0.01035,1071.91455
"2016-08-17",0.03905,-0.4262,0.42775,0.01045,1075.403652
"2016-08-19",0.0391,-0.4133,0.42815,0.01055,1079.514918
"2016-08-21",0.0398,-0.42165,0.4273,0.01075,1091.980299
"2016-08-23",0.03985,-0.409,0.42815,0.011,1093.796782
"2016-08-25",0.0415,-0.4348,0.43075,0.0109,1084.702393
"2016-08-27",0.04075,-0.40485,0.4299,0.011,1070.626383
"2016-08-29",0.0423,-0.4327,0.42975,0.01105,1084.088705
"2016-08-31",0.044,-0.4557,0.4307,0.01115,1084.426512
"2016-09-02",0.0449,-0.45245,0.4316,0.0112,1094.368938
"2016-09-04",0.0461,-0.46055,0.4311,0.01135,1148.865607
"2016-09-06",0.04765,-0.45885,0.4311,0.0116,1150.299078
"2016-09-08",0.0485,-0.45735,0.4307,0.0117,1171.064468
"2016-09-10",0.05055,-0.4857,0.43305,0.0119,1174.292083
"2016-09-12",0.0518,-0.49075,0.43285,0.01195,1142.065981
"2016-09-14",0.05325,-0.47855,0.4323,0.01215,1147.266234
"2016-09-16",0.0551,-0.48865,0.4346,0.0123,1151.154428
"2016-09-18",0.05715,-0.5006,0.43415,0.01235,1151.978183
"2016-09-20",0.05955,-0.5303,0.4364,0.01235,1167.288831
"2016-09-22",0.0619,-0.53685,0.4366,0.0124,1137.223078
"2016-09-24",0.06235,-0.51475,0.436,0.013,1148.39329
"2016-09-26",0.0652,-0.5386,0.43545,0.01325,1155.012769
"2016-09-28",0.06695,-0.52065,0.43345,0.0134,1158.443273
"2016-09-30",0.06905,-0.4962,0.4342,0.0137,1163.354408
"2016-10-02",0.0722,-0.50935,0.43405,0.0139,1162.33881
"2016-10-04",0.0736,-0.48425,0.4313,0.01415,1158.600206
"2016-10-06",0.0776,-0.51355,0.4327,0.0144,1155.859595
"2016-10-08",0.07895,-0.48655,0.4324,0.0145,1157.842852
"2016-10-10",0.0795,-0.4556,0.43155,0.01485,1152.025177
"2016-10-12",0.0802,-0.43335,0.42915,0.0151,1185.108836
"2016-10-14",0.0829,-0.42965,0.43055,0.01525,1191.98446
"2016-10-16",0.08395,-0.4125,0.4298,0.01535,1192.748683
"2016-10-18",0.0861,-0.42545,0.4302,0.0156,1189.742532
"2016-10-20",0.08765,-0.40665,0.42875,0.01585,1177.666844
"2016-10-22",0.0888,-0.3847,0.4279,0.0158,1214.356197
